TITLE="Solution_n=29Re=100_DIAG=0_2RT_M=0.250.dat" VARIABLES="x", "y", "z", "u", "v", "w", "vmag" ZONE T="Solution_n=29Re=100_DIAG=0_2RT_M=0.250.dat" I=29 J=29 K=29 F=POINT
3.0000000000, 25.0000000000, 20.0000000000, -0.0099404689, 0.0265709862, 0.0032164118, 0.0285512791
3.0000000000, 25.0000000000, 21.0000000000, -0.0099620145, 0.0265964768, 0.0037724487, 0.0286504045
3.0000000000, 25.0000000000, 22.0000000000, -0.0099752482, 0.0265351235, 0.0042441484, 0.0286641091
3.0000000000, 25.0000000000, 23.0000000000, -0.0099707830, 0.0262635478, 0.0045366781, 0.0284564915
3.0000000000, 25.0000000000, 24.0000000000, -0.0099106775, 0.0255274978, 0.0045012737, 0.0277513268
3.0000000000, 25.0000000000, 25.0000000000, -0.0096719253, 0.0238179077, 0.0039539413, 0.0260090853
3.0000000000, 25.0000000000, 26.0000000000, -0.0089107693, 0.0202273840, 0.0027927980, 0.0222788823
3.0000000000, 25.0000000000, 27.0000000000, -0.0067301787, 0.0133137760, 0.0011575134, 0.0149630135
3.0000000000, 25.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
3.0000000000, 26.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
3.0000000000, 26.0000000000, 1.0000000000, -0.0012123293, 0.0106784069, -0.0014388925, 0.0108429022
3.0000000000, 26.0000000000, 2.0000000000, -0.0020096231, 0.0163935293, -0.0029956414, 0.0167857159
3.0000000000, 26.0000000000, 3.0000000000, -0.0025455186, 0.0192721530, -0.0044003497, 0.0199313477
3.0000000000, 26.0000000000, 4.0000000000, -0.0029369335, 0.0204153459, -0.0049250061, 0.0212053675
3.0000000000, 26.0000000000, 5.0000000000, -0.0031650031, 0.0208488963, -0.0048520293, 0.0216387594
3.0000000000, 26.0000000000, 6.0000000000, -0.0032887042, 0.0209800660, -0.0044707965, 0.0217017688
3.0000000000, 26.0000000000, 7.0000000000, -0.0033490023, 0.0209899272, -0.0039542912, 0.0216201128
3.0000000000, 26.0000000000, 8.0000000000, -0.0033700881, 0.0209565580, -0.0033929351, 0.0214952745
3.0000000000, 26.0000000000, 9.0000000000, -0.0033676825, 0.0209131485, -0.0028303894, 0.0213708252
3.0000000000, 26.0000000000, 10.0000000000, -0.0033530669, 0.0208730895, -0.0022851153, 0.0212638349
3.0000000000, 26.0000000000, 11.0000000000, -0.0033347103, 0.0208411301, -0.0017621563, 0.0211796645
3.0000000000, 26.0000000000, 12.0000000000, -0.0033188955, 0.0208184411, -0.0012593845, 0.0211189158
3.0000000000, 26.0000000000, 13.0000000000, -0.0033100146, 0.0208049689, -0.0007708010, 0.0210807273
3.0000000000, 26.0000000000, 14.0000000000, -0.0033107728, 0.0208005347, -0.0002883059, 0.0210643439
3.0000000000, 26.0000000000, 15.0000000000, -0.0033223519, 0.0208053228, 0.0001973048, 0.0210698459
3.0000000000, 26.0000000000, 16.0000000000, -0.0033445429, 0.0208200365, 0.0006956831, 0.0210984327
3.0000000000, 26.0000000000, 17.0000000000, -0.0033758650, 0.0208458051, 0.0012163105, 0.0211523867
3.0000000000, 26.0000000000, 18.0000000000, -0.0034137244, 0.0208837749, 0.0017676116, 0.0212346420
3.0000000000, 26.0000000000, 19.0000000000, -0.0034546945, 0.0209341274, 0.0023553544, 0.0213476063
3.0000000000, 26.0000000000, 20.0000000000, -0.0034950044, 0.0209938895, 0.0029795137, 0.0214903688
3.0000000000, 26.0000000000, 21.0000000000, -0.0035311826, 0.0210520665, 0.0036279514, 0.0216522698
3.0000000000, 26.0000000000, 22.0000000000, -0.0035602764, 0.0210785869, 0.0042636489, 0.0217981902
3.0000000000, 26.0000000000, 23.0000000000, -0.0035774556, 0.0209987356, 0.0047994892, 0.0218352967
3.0000000000, 26.0000000000, 24.0000000000, -0.0035656489, 0.0206330050, 0.0050533070, 0.0215399782
3.0000000000, 26.0000000000, 25.0000000000, -0.0034705650, 0.0195647200, 0.0046923377, 0.0204166874
3.0000000000, 26.0000000000, 26.0000000000, -0.0032085578, 0.0167400832, 0.0033372161, 0.0173684265
3.0000000000, 26.0000000000, 27.0000000000, -0.0023015720, 0.0109808644, 0.0016310409, 0.0113374120
3.0000000000, 26.0000000000, 28.0000000000, -0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
3.0000000000, 27.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
3.0000000000, 27.0000000000, 1.0000000000, 0.0243397085, 0.0028204517, 0.0000867835, 0.0245027323
3.0000000000, 27.0000000000, 2.0000000000, 0.0291302128, 0.0070516586, -0.0029045508, 0.0301119843
3.0000000000, 27.0000000000, 3.0000000000, 0.0292585762, 0.0077604247, -0.0039211492, 0.0305231696
3.0000000000, 27.0000000000, 4.0000000000, 0.0290135122, 0.0080697723, -0.0039373604, 0.0303711693
3.0000000000, 27.0000000000, 5.0000000000, 0.0288535510, 0.0081655310, -0.0036107965, 0.0302033302
3.0000000000, 27.0000000000, 6.0000000000, 0.0287701393, 0.0081772843, -0.0031774721, 0.0300779856
3.0000000000, 27.0000000000, 7.0000000000, 0.0287355521, 0.0081605548, -0.0027301852, 0.0299963417
3.0000000000, 27.0000000000, 8.0000000000, 0.0287297867, 0.0081373910, -0.0023044393, 0.0299487598
3.0000000000, 27.0000000000, 9.0000000000, 0.0287399925, 0.0081158838, -0.0019106185, 0.0299249929
3.0000000000, 27.0000000000, 10.0000000000, 0.0287573591, 0.0080985496, -0.0015484119, 0.0299160457
3.0000000000, 27.0000000000, 11.0000000000, 0.0287756550, 0.0080857344, -0.0012130804, 0.0299146952
3.0000000000, 27.0000000000, 12.0000000000, 0.0287905429, 0.0080770577, -0.0008981137, 0.0299155617
3.0000000000, 27.0000000000, 13.0000000000, 0.0287991664, 0.0080720391, -0.0005963134, 0.0299149694
3.0000000000, 27.0000000000, 14.0000000000, 0.0287998530, 0.0080703728, -0.0003001711, 0.0299107431
3.0000000000, 27.0000000000, 15.0000000000, 0.0287919064, 0.0080720435, -0.0000019243, 0.0299020361
3.0000000000, 27.0000000000, 16.0000000000, 0.0287754847, 0.0080773649, 0.0003065328, 0.0298892340
3.0000000000, 27.0000000000, 17.0000000000, 0.0287515476, 0.0080869665, 0.0006337831, 0.0298739385
3.0000000000, 27.0000000000, 18.0000000000, 0.0287218280, 0.0081017129, 0.0009889755, 0.0298589890
3.0000000000, 27.0000000000, 19.0000000000, 0.0286887413, 0.0081224844, 0.0013817074, 0.0298484128
3.0000000000, 27.0000000000, 20.0000000000, 0.0286551143, 0.0081496389, 0.0018213297, 0.0298471009
3.0000000000, 27.0000000000, 21.0000000000, 0.0286236360, 0.0081817029, 0.0023147184, 0.0298598513
3.0000000000, 27.0000000000, 22.0000000000, 0.0285962026, 0.0082121274, 0.0028600796, 0.0298891601
3.0000000000, 27.0000000000, 23.0000000000, 0.0285739115, 0.0082209395, 0.0034309064, 0.0299303087
3.0000000000, 27.0000000000, 24.0000000000, 0.0285577792, 0.0081546441, 0.0039354102, 0.0299588455
3.0000000000, 27.0000000000, 25.0000000000, 0.0285351115, 0.0078832863, 0.0041102866, 0.0298880117
3.0000000000, 27.0000000000, 26.0000000000, 0.0281336841, 0.0072031793, 0.0031840536, 0.0292152044
3.0000000000, 27.0000000000, 27.0000000000, 0.0234085440, 0.0029534770, 0.0000621244, 0.0235942115
3.0000000000, 27.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
3.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
3.0000000000, 28.0000000000, 1.0000000000, 0.1000000000, -0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 2.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 3.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 4.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 5.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 6.0000000000, 0.1000000000, -0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 7.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 8.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 9.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 10.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 11.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 12.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 13.0000000000, 0.1000000000, -0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 14.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 15.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 16.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 17.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 18.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 19.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 20.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 21.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 22.0000000000, 0.1000000000, -0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 23.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 24.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 25.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 26.0000000000, 0.1000000000, 0.0000000000, 0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 27.0000000000, 0.1000000000, 0.0000000000, -0.0000000000, 0.1000000000
3.0000000000, 28.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 2.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 3.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 4.0000000000, -0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 5.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 6.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 7.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 8.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 9.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 10.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 11.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 12.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 13.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 14.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 15.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 16.0000000000, 0.0000000000, -0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 17.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 18.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 19.0000000000, -0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 20.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 21.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 22.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 23.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 24.0000000000, -0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 25.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 26.0000000000, -0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 27.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 0.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 1.0000000000, 1.0000000000, -0.0000787374, -0.0000208499, -0.0000530216, 0.0000971884
4.0000000000, 1.0000000000, 2.0000000000, -0.0001451690, 0.0000436113, -0.0000741062, 0.0001687238
4.0000000000, 1.0000000000, 3.0000000000, -0.0002007093, 0.0000790393, -0.0001187826, 0.0002462534
4.0000000000, 1.0000000000, 4.0000000000, -0.0002496234, 0.0000986857, -0.0001770441, 0.0003215514
4.0000000000, 1.0000000000, 5.0000000000, -0.0002951094, 0.0001082344, -0.0002335686, 0.0003916102
4.0000000000, 1.0000000000, 6.0000000000, -0.0003382624, 0.0001109708, -0.0002774924, 0.0004513735
4.0000000000, 1.0000000000, 7.0000000000, -0.0003786175, 0.0001093071, -0.0003016232, 0.0004962619
4.0000000000, 1.0000000000, 8.0000000000, -0.0004152751, 0.0001051073, -0.0003022264, 0.0005242535
4.0000000000, 1.0000000000, 9.0000000000, -0.0004472754, 0.0000997848, -0.0002785143, 0.0005362672
4.0000000000, 1.0000000000, 10.0000000000, -0.0004737471, 0.0000943876, -0.0002320494, 0.0005359032
4.0000000000, 1.0000000000, 11.0000000000, -0.0004939841, 0.0000896711, -0.0001661730, 0.0005288427
4.0000000000, 1.0000000000, 12.0000000000, -0.0005074875, 0.0000861556, -0.0000854994, 0.0005218012
4.0000000000, 1.0000000000, 13.0000000000, -0.0005139824, 0.0000841696, 0.0000045206, 0.0005208482
4.0000000000, 1.0000000000, 14.0000000000, -0.0005134171, 0.0000838800, 0.0000979750, 0.0005293695
4.0000000000, 1.0000000000, 15.0000000000, -0.0005059513, 0.0000853134, 0.0001888175, 0.0005467331
4.0000000000, 1.0000000000, 16.0000000000, -0.0004919387, 0.0000883653, 0.0002711618, 0.0005686307
4.0000000000, 1.0000000000, 17.0000000000, -0.0004719078, 0.0000928000, 0.0003395611, 0.0005887364
4.0000000000, 1.0000000000, 18.0000000000, -0.0004465387, 0.0000982386, 0.0003892930, 0.0006004970
4.0000000000, 1.0000000000, 19.0000000000, -0.0004166357, 0.0001041325, 0.0004166698, 0.0005983666
4.0000000000, 1.0000000000, 20.0000000000, -0.0003830888, 0.0001097209, 0.0004193962, 0.0005785230
4.0000000000, 1.0000000000, 21.0000000000, -0.0003468191, 0.0001139679, 0.0003969939, 0.0005393295
4.0000000000, 1.0000000000, 22.0000000000, -0.0003086966, 0.0001154775, 0.0003513031, 0.0004817079
4.0000000000, 1.0000000000, 23.0000000000, -0.0002693926, 0.0001123927, 0.0002870387, 0.0004093846
4.0000000000, 1.0000000000, 24.0000000000, -0.0002290110, 0.0001022810, 0.0002122991, 0.0003286006
4.0000000000, 1.0000000000, 25.0000000000, -0.0001859703, 0.0000818079, 0.0001388050, 0.0002460576
4.0000000000, 1.0000000000, 26.0000000000, -0.0001364487, 0.0000452722, 0.0000826901, 0.0001658477
4.0000000000, 1.0000000000, 27.0000000000, -0.0000753397, -0.0000202909, 0.0000546912, 0.0000952834
4.0000000000, 1.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 2.0000000000, 1.0000000000, -0.0001562138, 0.0000780419, -0.0000440838, 0.0001801018
4.0000000000, 2.0000000000, 2.0000000000, -0.0002939273, 0.0001995515, -0.0001303578, 0.0003784273
4.0000000000, 2.0000000000, 3.0000000000, -0.0004142231, 0.0003004840, -0.0002306232, 0.0005613007
4.0000000000, 2.0000000000, 4.0000000000, -0.0005228141, 0.0003654441, -0.0003361064, 0.0007210072
4.0000000000, 2.0000000000, 5.0000000000, -0.0006234971, 0.0004001845, -0.0004311861, 0.0008572150
4.0000000000, 2.0000000000, 6.0000000000, -0.0007170972, 0.0004125660, -0.0005015210, 0.0009674515
4.0000000000, 2.0000000000, 7.0000000000, -0.0008029645, 0.0004098154, -0.0005370736, 0.0010493563
4.0000000000, 2.0000000000, 8.0000000000, -0.0008797815, 0.0003979629, -0.0005325159, 0.0011027072
4.0000000000, 2.0000000000, 9.0000000000, -0.0009460826, 0.0003817682, -0.0004869238, 0.0011304486
4.0000000000, 2.0000000000, 10.0000000000, -0.0010005163, 0.0003648423, -0.0004030777, 0.0011386898
4.0000000000, 2.0000000000, 11.0000000000, -0.0010419877, 0.0003498243, -0.0002866497, 0.0011359064
4.0000000000, 2.0000000000, 12.0000000000, -0.0010697356, 0.0003385479, -0.0001454165, 0.0011314128
4.0000000000, 2.0000000000, 13.0000000000, -0.0010833654, 0.0003321787, 0.0000114482, 0.0011332053
4.0000000000, 2.0000000000, 14.0000000000, -0.0010828482, 0.0003313177, 0.0001739951, 0.0011456902
4.0000000000, 2.0000000000, 15.0000000000, -0.0010685012, 0.0003360697, 0.0003320447, 0.0011682856
4.0000000000, 2.0000000000, 16.0000000000, -0.0010409563, 0.0003460769, 0.0004756820, 0.0011956725
4.0000000000, 2.0000000000, 17.0000000000, -0.0010011247, 0.0003605151, 0.0005957289, 0.0012194731
4.0000000000, 2.0000000000, 18.0000000000, -0.0009501542, 0.0003780500, 0.0006842251, 0.0012303979
4.0000000000, 2.0000000000, 19.0000000000, -0.0008893770, 0.0003967492, 0.0007349490, 0.0012200620
4.0000000000, 2.0000000000, 20.0000000000, -0.0008202365, 0.0004139458, 0.0007440015, 0.0011822340
4.0000000000, 2.0000000000, 21.0000000000, -0.0007441847, 0.0004260555, 0.0007104603, 0.0011135924
4.0000000000, 2.0000000000, 22.0000000000, -0.0006625284, 0.0004283659, 0.0006370737, 0.0010140533
4.0000000000, 2.0000000000, 23.0000000000, -0.0005761660, 0.0004148690, 0.0005308759, 0.0008865172
4.0000000000, 2.0000000000, 24.0000000000, -0.0004850734, 0.0003782929, 0.0004034561, 0.0007356484
4.0000000000, 2.0000000000, 25.0000000000, -0.0003874959, 0.0003106677, 0.0002705564, 0.0005655690
4.0000000000, 2.0000000000, 26.0000000000, -0.0002784027, 0.0002061934, 0.0001490753, 0.0003771567
4.0000000000, 2.0000000000, 27.0000000000, -0.0001503739, 0.0000806169, 0.0000490399, 0.0001775283
4.0000000000, 2.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000
4.0000000000, 3.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 3.0000000000, 1.0000000000, -0.0002255881, 0.0002398001, -0.0000543351, 0.0003336860
4.0000000000, 3.0000000000, 2.0000000000, -0.0004313558, 0.0004712485, -0.0001786063, 0.0006633576
4.0000000000, 3.0000000000, 3.0000000000, -0.0006177641, 0.0006552728, -0.0003281157, 0.0009584753
4.0000000000, 3.0000000000, 4.0000000000, -0.0007893252, 0.0007798710, -0.0004759097, 0.0012073620
4.0000000000, 3.0000000000, 5.0000000000, -0.0009484868, 0.0008507082, -0.0006022587, 0.0014092718
4.0000000000, 3.0000000000, 6.0000000000, -0.0010955346, 0.0008798342, -0.0006914187, 0.0015660026
4.0000000000, 3.0000000000, 7.0000000000, -0.0012293188, 0.0008797957, -0.0007325438, 0.0016798469
4.0000000000, 3.0000000000, 8.0000000000, -0.0013481066, 0.0008616132, -0.0007202558, 0.0017545760
4.0000000000, 3.0000000000, 9.0000000000, -0.0014500281, 0.0008342559, -0.0006543032, 0.0017962954
4.0000000000, 3.0000000000, 10.0000000000, -0.0015333730, 0.0008046642, -0.0005388166, 0.0018135712
4.0000000000, 3.0000000000, 11.0000000000, -0.0015967726, 0.0007779729, -0.0003813965, 0.0018166970
4.0000000000, 3.0000000000, 12.0000000000, -0.0016393009, 0.0007577792, -0.0001921914, 0.0018161702
4.0000000000, 3.0000000000, 13.0000000000, -0.0016605126, 0.0007463853, 0.0000169553, 0.0018206264
4.0000000000, 3.0000000000, 14.0000000000, -0.0016604387, 0.0007449900, 0.0002332615, 0.0018347963
4.0000000000, 3.0000000000, 15.0000000000, -0.0016395547, 0.0007538187, 0.0004436750, 0.0018582868
4.0000000000, 3.0000000000, 16.0000000000, -0.0015987372, 0.0007721853, 0.0006354797, 0.0018857532
4.0000000000, 3.0000000000, 17.0000000000, -0.0015392140, 0.0007984818, 0.0007968754, 0.0019083405
4.0000000000, 3.0000000000, 18.0000000000, -0.0014625077, 0.0008300926, 0.0009175700, 0.0019157028
4.0000000000, 3.0000000000, 19.0000000000, -0.0013703650, 0.0008632295, 0.0009894157, 0.0018978959
4.0000000000, 3.0000000000, 20.0000000000, -0.0012646593, 0.0008926919, 0.0010071078, 0.0018467615
4.0000000000, 3.0000000000, 21.0000000000, -0.0011472515, 0.0009115723, 0.0009689390, 0.0017566995
4.0000000000, 3.0000000000, 22.0000000000, -0.0010197876, 0.0009109769, 0.0008775496, 0.0016247889
4.0000000000, 3.0000000000, 23.0000000000, -0.0008833946, 0.0008799285, 0.0007405425, 0.0014501942
4.0000000000, 3.0000000000, 24.0000000000, -0.0007382289, 0.0008058239, 0.0005707519, 0.0012329201
4.0000000000, 3.0000000000, 25.0000000000, -0.0005825855, 0.0006764530, 0.0003856544, 0.0009724834
4.0000000000, 3.0000000000, 26.0000000000, -0.0004120271, 0.0004860219, 0.0002065394, 0.0006698075
4.0000000000, 3.0000000000, 27.0000000000, -0.0002192214, 0.0002468638, 0.0000621027, 0.0003359412
4.0000000000, 3.0000000000, 28.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 4.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 4.0000000000, 1.0000000000, -0.0002857282, 0.0004552672, -0.0000677644, 0.0005417572
4.0000000000, 4.0000000000, 2.0000000000, -0.0005541752, 0.0008397474, -0.0002251450, 0.0010310073
4.0000000000, 4.0000000000, 3.0000000000, -0.0008042404, 0.0011313482, -0.0004156724, 0.0014489771
4.0000000000, 4.0000000000, 4.0000000000, -0.0010377149, 0.0013292355, -0.0006008991, 0.0017901952
4.0000000000, 4.0000000000, 5.0000000000, -0.0012554018, 0.0014457072, -0.0007547520, 0.0020580946
4.0000000000, 4.0000000000, 6.0000000000, -0.0014563814, 0.0014987163, -0.0008593579, 0.0022595782
4.0000000000, 4.0000000000, 7.0000000000, -0.0016387313, 0.0015066733, -0.0009036597, 0.0024025206
4.0000000000, 4.0000000000, 8.0000000000, -0.0018001098, 0.0014859701, -0.0008829196, 0.0024956061
4.0000000000, 4.0000000000, 9.0000000000, -0.0019381681, 0.0014501143, -0.0007980659, 0.0025487715
4.0000000000, 4.0000000000, 10.0000000000, -0.0020508275, 0.0014096641, -0.0006547693, 0.0025732799
4.0000000000, 4.0000000000, 11.0000000000, -0.0021364677, 0.0013724902, -0.0004624226, 0.0025810963
4.0000000000, 4.0000000000, 12.0000000000, -0.0021940311, 0.0013441359, -0.0002331341, 0.0025835684
4.0000000000, 4.0000000000, 13.0000000000, -0.0022230546, 0.0013281667, 0.0000191971, 0.0025896655
4.0000000000, 4.0000000000, 14.0000000000, -0.0022236501, 0.0013264542, 0.0002796977, 0.0026042910
4.0000000000, 4.0000000000, 15.0000000000, -0.0021964567, 0.0013393709, 0.0005332370, 0.0026272948
4.0000000000, 4.0000000000, 16.0000000000, -0.0021425815, 0.0013658819, 0.0007650734, 0.0026536063
4.0000000000, 4.0000000000, 17.0000000000, -0.0020635401, 0.0014035245, 0.0009614728, 0.0026744174
4.0000000000, 4.0000000000, 18.0000000000, -0.0019611919, 0.0014482750, 0.0011103415, 0.0026789237
4.0000000000, 4.0000000000, 19.0000000000, -0.0018376613, 0.0014943024, 0.0012019091, 0.0026560355
4.0000000000, 4.0000000000, 20.0000000000, -0.0016952282, 0.0015336250, 0.0012294786, 0.0025956545
4.0000000000, 4.0000000000, 21.0000000000, -0.0015361703, 0.0015557149, 0.0011902342, 0.0024893223
4.0000000000, 4.0000000000, 22.0000000000, -0.0013625436, 0.0015471620, 0.0010860624, 0.0023301860
4.0000000000, 4.0000000000, 23.0000000000, -0.0011758852, 0.0014916351, 0.0009243046, 0.0021123495
4.0000000000, 4.0000000000, 24.0000000000, -0.0009767665, 0.0013706518, 0.0007182963, 0.0018299477
4.0000000000, 4.0000000000, 25.0000000000, -0.0007640988, 0.0011660171, 0.0004878378, 0.0014769660
4.0000000000, 4.0000000000, 26.0000000000, -0.0005341421, 0.0008651179, 0.0002607638, 0.0010496354
4.0000000000, 4.0000000000, 27.0000000000, -0.0002808779, 0.0004687271, 0.0000778346, 0.0005519562
4.0000000000, 4.0000000000, 28.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 5.0000000000, 0.0000000000, 0.0000000000, -0.0000000000, 0.0000000000, 0.0000000000
4.0000000000, 5.0000000000, 1.0000000000, -0.0003373638, 0.0007200784, -0.0000810802, 0.0007993130
4.0000000000, 5.0000000000, 2.0000000000, -0.0006625779, 0.0012934287, -0.0002692630, 0.0014779952
4.0000000000, 5.0000000000, 3.0000000000, -0.0009719852, 0.0017162219, -0.0004965864, 0.0020339053
4.0000000000, 5.0000000000, 4.0000000000, -0.0012647209, 0.0020020199, -0.0007154730, 0.0024737632
4.0000000000, 5.0000000000, 5.0000000000, -0.0015393457, 0.0021739429, -0.0008941722, 0.0028098322
4.0000000000, 5.0000000000, 6.0000000000, -0.0017934047, 0.0022582526, -0.0010124484, 0.0030563143
4.0000000000, 5.0000000000, 7.0000000000, -0.0020238576, 0.0022802471, -0.0010589818, 0.0032275330
4.0000000000, 5.0000000000, 8.0000000000, -0.0022275579, 0.0022620653, -0.0010299034, 0.0033376121
4.0000000000, 5.0000000000, 9.0000000000, -0.0024015621, 0.0022218975, -0.0009275442, 0.0034006862
4.0000000000, 5.0000000000, 10.0000000000, -0.0025433764, 0.0021739726, -0.0007592225, 0.0034309386
